,날짜,비트코인한국,바이낸스USDT(달러),달러환율,날짜_2,LSTM예측값,바이낸스달러환산,프리미엄가,재측정달러가치,재측정달러가치_예상김프,달러환율_예상김프,LSTM예측값_예상김프,LSTM예측값/달러환율,재측정달러가치/달러환율
0,2018-04-10 00:00:00,7621000.0,6781.55,1069.71,2018-04-10 09:00:00,1071.4931640625,7254291.850500001,-0.050550509554523115,1123.7843855755689,-0.01508541759649909,-0.018460347025821403,-0.018349054908346832,0.1666960262594496,5.055050955452312
1,2018-04-11 00:00:00,7449000.0,6839.56,1064.81,2018-04-11 09:00:00,1072.3624267578125,7282831.8836,-0.022816415242838284,1089.1051471147266,-0.017249843159955924,-0.018766169348676434,-0.018294801860050572,0.7092745896275066,2.2816415242838284
2,2018-04-12 00:00:00,7428000.0,6953.78,1066.8,2018-04-12 09:00:00,1072.400146484375,7418292.504,-0.0013085890041091286,1068.1960027495838,-0.01855483971070271,-0.01864196803796593,-0.018292447669357753,0.5249481143958512,0.130858900410935
3,2018-04-13 00:00:00,7432000.0,7922.99,1071.03,2018-04-13 09:00:00,1071.4234619140625,8485759.9797,0.12417980030319609,938.0297084812679,-0.02667887205163505,-0.01837796223680739,-0.018353405208947474,0.0367367780605976,-12.417980030319608
4,2018-04-14 00:00:00,8125000.0,7877.48,1071.03,2018-04-14 09:00:00,1070.43994140625,8437017.404399998,0.03698195576048924,1031.421215921843,-0.020850054145428926,-0.01837796223680739,-0.018414789397983147,-0.0550926298749754,-3.698195576048946
5,2018-04-15 00:00:00,8375000.0,8004.0,1071.03,2018-04-15 09:00:00,1069.683837890625,8572524.12,0.02304153563583078,1046.351824087956,-0.019918194294204633,-0.01837796223680739,-0.018461979874200965,-0.1256885530167228,-2.3041535635831
6,2018-04-16 00:00:00,8349000.0,8355.07,1071.68,2018-04-16 09:00:00,1069.4725341796875,8953961.4176,0.06756354973910006,999.2734950156013,-0.022856480815233463,-0.018337393969489885,-0.01847516791332479,-0.2059818061653229,-6.756354973910006
7,2018-04-17 00:00:00,8665000.0,8064.92,1070.68,2018-04-17 09:00:00,1070.2288818359375,8634948.5456,-0.003480212330311039,1074.4061937378176,-0.018167244805928212,-0.018399806688439893,-0.018427962199626766,-0.0421337994603976,0.3480212330311039
8,2018-04-18 00:00:00,8663000.0,7890.96,1067.11,2018-04-18 09:00:00,1071.5322265625,8420522.3256,-0.028796037231897387,1097.83853929053,-0.016704768408607323,-0.018622620095091427,-0.018346616911512847,0.4144115004545146,2.8796037231897387
9,2018-04-19 00:00:00,8450000.0,8173.99,1065.12,2018-04-19 09:00:00,1073.45654296875,8706280.228799999,0.029436248554490008,1033.7668629396417,-0.02070365593735113,-0.018746821405801944,-0.018226515092478676,0.782685797727023,-2.9436248554489897
10,2018-04-20 00:00:00,8652000.0,8273.84,1067.21,2018-04-20 09:00:00,1075.4879150390625,8829924.7864,0.02015020407354351,1045.7055007106735,-0.01995853309350179,-0.018616378823196417,-0.018099731638371377,0.7756594333882205,-2.015020407354362
11,2018-04-21 00:00:00,8994000.0,8852.12,1067.21,2018-04-21 09:00:00,1077.060791015625,9447070.9852,0.04795888438964757,1016.0277989905243,-0.021810799150043608,-0.018616378823196417,-0.018001564172102955,0.9230414834592082,-4.795888438964758
12,2018-04-22 00:00:00,9552000.0,8915.31,1067.21,2018-04-22 09:00:00,1078.428466796875,9514507.9851,-0.003940510109268436,1071.4153517937123,-0.018353911383609547,-0.018616378823196417,-0.01791620380795307,1.051195809341654,0.3940510109268214
13,2018-04-23 00:00:00,9735000.0,8785.7,1071.2,2018-04-23 09:00:00,1079.66259765625,9411241.840000002,-0.034401215642334115,1108.0505821960685,-0.016067407044838528,-0.018367352074585883,-0.017839178345479365,0.7900109835931701,3.4401215642334337
14,2018-04-24 00:00:00,9602000.0,8934.0,1081.23,2018-04-24 09:00:00,1080.8582763671875,9659708.82,0.005974178008400943,1074.7705395119767,-0.018144504995524988,-0.017741352503517313,-0.017764552786139115,-0.0343797002314461,-0.5974178008400943
15,2018-04-25 00:00:00,9758000.0,9618.96,1077.28,2018-04-25 09:00:00,1082.02392578125,10362313.228799999,0.05831837114520233,1014.4547851326964,-0.021908975221856683,-0.01798788274336985,-0.017691801436864996,0.4403614456083948,-5.8318371145202335
16,2018-04-26 00:00:00,10505000.0,8869.99,1082.34,2018-04-26 09:00:00,1083.4246826171875,9600344.976599999,-0.09423151205555835,1184.330534758213,-0.011306567804057518,-0.01767207438548281,-0.01760437639414633,0.1002164400454086,9.423151205555836
17,2018-04-27 00:00:00,9829000.0,9267.03,1077.69,2018-04-27 09:00:00,1084.7366943359375,9986985.560700001,0.015819143798674662,1060.6418669196064,-0.01902631386716927,-0.017962293528600334,-0.017522490175484864,0.6538702535921592,-1.5819143798674662
18,2018-04-28 00:00:00,10130000.0,8915.35,1077.69,2018-04-28 09:00:00,1085.831298828125,9607983.5415,-0.05433153129845003,1136.2425479650265,-0.014307869808652326,-0.017962293528600334,-0.017454172932952552,0.7554397672915991,5.433153129844981
19,2018-04-29 00:00:00,9821000.0,9348.0,1077.69,2018-04-29 09:00:00,1085.865234375,10074246.120000001,0.025137972309138057,1050.599058622165,-0.019653112838906278,-0.017962293528600334,-0.017452054923203036,0.7585886827380817,-2.5137972309138057
20,2018-04-30 00:00:00,10043000.0,9417.04,1067.52,2018-04-30 09:00:00,1085.040771484375,10052878.540800001,0.0009826579282649073,1066.4709930084186,-0.01866250225886408,-0.018597030880321913,-0.017503511893880316,1.641259319204802,-0.0982657928264907
21,2018-05-01 00:00:00,10187000.0,9246.01,1070.33,2018-05-01 09:00:00,1083.4434814453125,9896281.883299999,-0.02937649918709262,1101.7725483749207,-0.016459236205276465,-0.018421651140072395,-0.01760320310816997,1.2251811539723878,2.937649918709262
22,2018-05-02 00:00:00,10135000.0,9071.48,1073.48,2018-05-02 09:00:00,1081.3829345703125,9738052.350399999,-0.040762529848558104,1117.23776054183,-0.01549401026480092,-0.018225051075379875,-0.017731807441162664,0.7361976534553394,4.07625298485581
23,2018-05-03 00:00:00,9896000.0,9247.81,1079.85,2018-05-03 09:00:00,1079.8343505859375,9986247.628499998,0.009037191130974787,1070.0911891572168,-0.018436555974085236,-0.017827482055668337,-0.01782845877814994,-0.0014492211013017,-0.9037191130974788
24,2018-05-04 00:00:00,10032000.0,9750.0,1075.56,2018-05-04 09:00:00,1079.159423828125,10486710.0,0.04336059641203005,1028.923076923077,-0.021005969792656967,-0.01809523261996386,-0.017870582792197137,0.3346557912273562,-4.336059641203005
25,2018-05-05 00:00:00,10670000.0,9714.0,1075.56,2018-05-05 09:00:00,1079.4608154296875,10447989.84,-0.021249078856301784,1098.4146592546838,-0.016668811195203095,-0.01809523261996386,-0.01785177212287492,0.3626776218609517,2.1249078856301784
26,2018-05-06 00:00:00,10645000.0,9863.99,1075.56,2018-05-06 09:00:00,1080.3172607421875,10609313.0844,-0.0033637347975405962,1079.1778985988428,-0.017869429731524653,-0.01809523261996386,-0.017798319042289804,0.4423054727014319,0.3363734797540818
27,2018-05-07 00:00:00,10820000.0,9661.02,1074.44,2018-05-07 09:00:00,1081.507568359375,10380186.3288,-0.04237049868553222,1119.964558607683,-0.015323823383483412,-0.018165134865187865,-0.01772402870751423,0.6577908826342016,4.2370498685532
28,2018-05-08 00:00:00,10684000.0,9365.0,1080.04,2018-05-08 09:00:00,1082.96044921875,10114574.6,-0.05629751349107659,1140.8435664709023,-0.014020707733761323,-0.01781562363906783,-0.017633350462770217,0.2704019498120491,5.629751349107659
29,2018-05-09 00:00:00,10439000.0,9178.0,1078.43,2018-05-09 09:00:00,1084.2816162109375,9897830.540000001,-0.054675563277525985,1137.3937677053825,-0.014236019054547785,-0.01791610811657733,-0.017550892838600785,0.5426051028752488,5.467556327752599
30,2018-05-10 00:00:00,10230000.0,9310.0,1079.48,2018-05-10 09:00:00,1085.1201171875,10049958.8,-0.017914620704713613,1098.8184747583243,-0.016643607971666724,-0.017850574761679824,-0.017498559712811293,0.5224846395949889,1.7914620704713613
31,2018-05-11 00:00:00,10405000.0,9002.21,1065.79,2018-05-11 09:00:00,1085.2547607421875,9594465.395899998,-0.08447939209269206,1155.82729129847,-0.013085532727274085,-0.018705004884105425,-0.017490156242474145,1.8263223282436012,8.447939209269183
32,2018-05-12 00:00:00,9976000.0,8405.94,1065.79,2018-05-12 09:00:00,1084.6429443359375,8958966.7926,-0.11352126098291349,1186.7798247429794,-0.011153700956611223,-0.018705004884105425,-0.017528341367886432,1.7689173604497732,11.352126098291349
33,2018-05-13 00:00:00,9257000.0,8475.44,1065.79,2018-05-13 09:00:00,1083.034912109375,9033039.1976,-0.02479351605819491,1092.2146814796636,-0.01705576866557172,-0.018705004884105425,-0.017628703031305426,1.6180403371560017,2.479351605819491
34,2018-05-14 00:00:00,9480000.0,8679.71,1067.78,2018-05-14 09:00:00,1080.7752685546875,9268020.7438,-0.02287211714991111,1092.202389250332,-0.017056535857026253,-0.01858080357339492,-0.01776973352941133,1.2170361455250631,2.287211714991111
35,2018-05-15 00:00:00,9804000.0,8663.37,1070.95,2018-05-15 09:00:00,1078.2945556640625,9278036.1015,-0.05668914118742929,1131.6612357546774,-0.014593801960059077,-0.018382955254323388,-0.01792456156584958,0.6857981851685402,5.668914118742929
36,2018-05-16 00:00:00,9802000.0,8462.0,1081.01,2018-05-16 09:00:00,1076.31982421875,9147506.62,-0.07154882824233488,1158.3549988182463,-0.012927771628254467,-0.01775508330168632,-0.018047809924547603,-0.4338697867040997,7.154882824233466
37,2018-05-17 00:00:00,9500000.0,8330.0,1077.52,2018-05-17 09:00:00,1075.67578125,8975741.6,-0.0584083659449377,1140.4561824729892,-0.014044885422348802,-0.017972903690821843,-0.018088006397347922,-0.1711540157027236,5.84083659449377
38,2018-05-18 00:00:00,9297000.0,8038.82,1082.61,2018-05-18 09:00:00,1076.657470703125,8702906.9202,-0.0682637520138325,1156.513020567695,-0.01304273449911815,-0.017655222951366317,-0.018026736489413844,-0.5498313609586969,6.82637520138325
39,2018-05-19 00:00:00,9072000.0,8238.01,1082.61,2018-05-19 09:00:00,1078.931640625,8918552.006099999,-0.01720548288500723,1101.2368278261376,-0.016492671981323398,-0.017655222951366317,-0.017884799361235312,-0.3397677256814502,1.7205482885007228
40,2018-05-20 00:00:00,9165000.0,8233.49,1082.61,2018-05-20 09:00:00,1081.88818359375,8913658.6089,-0.028197331996655528,1113.1367135928992,-0.015749967755425323,-0.017655222951366317,-0.017700273475863088,-0.0666737242635773,2.819733199665553
41,2018-05-21 00:00:00,9112000.0,8526.97,1081.43,2018-05-21 09:00:00,1084.7354736328125,9221321.1671,0.011855260772180576,1068.6093653431408,-0.01852904062732659,-0.017728869959727306,-0.017522566362885933,0.3056576600253713,-1.1855260772180576
42,2018-05-22 00:00:00,9370000.0,8386.89,1077.55,2018-05-22 09:00:00,1086.86181640625,9037293.3195,-0.036814859132890065,1117.2198514586457,-0.015495128019376359,-0.017971031309253344,-0.017389855528975998,0.8641655984641172,3.681485913289007
43,2018-05-23 00:00:00,9345000.0,7977.12,1076.54,2018-05-23 09:00:00,1087.833251953125,8587688.7648,-0.08818568720190889,1171.475419700343,-0.012108890487234361,-0.01803406815539285,-0.017329225595210843,1.049032265696126,8.81856872019091
